B-V;Vmag;log.Teff;logL;Age;Mass
 0.560;13.200; 3.822; 0.70; 2.01e+09;  1.34
 0.570;13.200; 3.819; 0.70; 1.21e+09;  1.44
 0.570;13.200; 3.819; 0.70; 1.88e+09;  1.36
 0.570;13.200; 3.819; 0.70; 2.10e+09;  1.34
 0.630;13.210; 3.800; 0.70; 2.56e+09;  1.30
 0.640;13.260; 3.798; 0.68; 2.68e+09;  1.29
 0.440;13.260; 3.862; 0.67; 1.67e+08;  1.46
 0.390;13.270; 3.881; 0.66;-3.42e+08;  1.50
 0.350;13.300; 3.896; 0.66;-7.09e+08;  1.52
 0.470;13.300; 3.850; 0.65; 4.60e+08;  1.43
 0.410;13.300; 3.873; 0.65;-2.03e+08;  1.48
 0.490;13.320; 3.844; 0.64; 6.15e+08;  1.42
 0.540;13.320; 3.828; 0.65; 1.02e+09;  1.40
 0.390;13.330; 3.881; 0.64;-4.41e+08;  1.48
 0.480;13.380; 3.847; 0.62; 4.53e+08;  1.41
 0.540;13.380; 3.828; 0.62; 1.00e+09;  1.38
 0.520;13.390; 3.834; 0.62; 8.21e+08;  1.39
 0.520;13.390; 3.834; 0.62; 8.21e+08;  1.39
 0.460;13.390; 3.854; 0.61; 1.99e+08;  1.42
 0.340;13.400; 3.900; 0.62;-9.82e+08;  1.50
 0.480;13.410; 3.847; 0.60; 4.06e+08;  1.40
 0.440;13.420; 3.862; 0.60;-8.80e+07;  1.43
 0.470;13.430; 3.850; 0.60; 2.60e+08;  1.40
 0.350;13.430; 3.896; 0.60;-9.66e+08;  1.49
 0.380;13.440; 3.885; 0.60;-7.31e+08;  1.47
 0.400;13.440; 3.877; 0.60;-5.44e+08;  1.45
 0.290;13.440; 3.923; 0.62;-1.38e+09;  1.55
 0.500;13.480; 3.841; 0.58; 5.32e+08;  1.37
 0.540;13.480; 3.828; 0.58; 9.43e+08;  1.36
 0.580;13.480; 3.816; 0.59; 1.32e+09;  1.34
 0.460;13.480; 3.854; 0.58; 4.47e+07;  1.40
 0.610;13.480; 3.806; 0.59; 1.61e+09;  1.33
 0.610;13.480; 3.806; 0.59; 2.57e+09;  1.26
 0.610;13.480; 3.806; 0.59; 2.71e+09;  1.25
 0.530;13.500; 3.831; 0.57; 8.19e+08;  1.36
 0.560;13.500; 3.822; 0.58; 1.12e+09;  1.34
 0.540;13.510; 3.828; 0.57; 9.15e+08;  1.35
 0.530;13.510; 3.831; 0.57; 8.08e+08;  1.35
 0.400;13.540; 3.877; 0.56;-7.42e+08;  1.43
 0.450;13.540; 3.858; 0.55;-1.92e+08;  1.40
 0.600;13.550; 3.809; 0.56; 1.51e+09;  1.32
 0.590;13.570; 3.813; 0.55; 1.40e+09;  1.32
 0.590;13.570; 3.813; 0.55; 1.40e+09;  1.32
 0.520;13.580; 3.834; 0.54; 6.22e+08;  1.34
 0.590;13.600; 3.813; 0.54; 1.38e+09;  1.31
 0.570;13.600; 3.819; 0.54; 1.16e+09;  1.32
 0.460;13.600; 3.854; 0.53;-1.87e+08;  1.38
 0.600;13.610; 3.809; 0.54; 1.50e+09;  1.30
 0.360;13.630; 3.892; 0.52;-1.31e+09;  1.44
 0.480;13.630; 3.847; 0.52; 3.42e+06;  1.36
 0.430;13.630; 3.865; 0.52;-6.15e+08;  1.39
 0.380;13.630; 3.885; 0.52;-1.13e+09;  1.43
 0.500;13.650; 3.841; 0.51; 2.16e+08;  1.34
 0.470;13.670; 3.850; 0.50;-2.03e+08;  1.35
 0.590;13.680; 3.813; 0.51; 1.34e+09;  1.29
 0.590;13.690; 3.813; 0.50; 1.33e+09;  1.29
 0.600;13.730; 3.809; 0.49; 1.42e+09;  1.27
 0.610;13.780; 3.806; 0.47; 1.52e+09;  1.26
 0.590;13.780; 3.813; 0.47; 1.25e+09;  1.26
 0.540;13.790; 3.828; 0.46; 4.94e+08;  1.29
 0.610;13.810; 3.806; 0.46; 1.49e+09;  1.25
 0.660;13.820; 3.793; 0.46; 2.13e+09;  1.23
 0.560;13.820; 3.822; 0.45; 7.53e+08;  1.27
 0.730;13.840; 3.777; 0.46; 3.10e+09;  1.19
 0.730;13.840; 3.777; 0.46; 3.26e+09;  1.19
 0.730;13.840; 3.777; 0.46; 4.42e+09;  1.13
 0.590;13.840; 3.813; 0.44; 1.16e+09;  1.25
 0.360;13.850; 3.892; 0.43;-1.86e+09;  1.40
 0.600;13.850; 3.809; 0.44; 1.30e+09;  1.25
 0.640;13.860; 3.798; 0.44; 1.88e+09;  1.22
 0.390;13.860; 3.881; 0.43;-1.61e+09;  1.38
 0.540;13.870; 3.828; 0.43; 3.06e+08;  1.28
 0.610;13.910; 3.806; 0.42; 1.38e+09;  1.23
 0.440;13.910; 3.862; 0.41;-1.19e+09;  1.34
 0.610;13.920; 3.806; 0.41; 1.36e+09;  1.23
 0.590;13.930; 3.813; 0.41; 1.01e+09;  1.23
 0.680;13.940; 3.789; 0.41; 2.33e+09;  1.19
 0.510;13.960; 3.837; 0.39;-3.92e+08;  1.28
 0.510;13.970; 3.837; 0.38;-4.20e+08;  1.28
 0.560;13.970; 3.822; 0.39; 3.87e+08;  1.25
 0.610;13.980; 3.806; 0.39; 1.26e+09;  1.21
 0.570;13.990; 3.819; 0.38; 5.16e+08;  1.24
 0.490;13.990; 3.844; 0.37;-7.60e+08;  1.29
 0.810;13.990; 3.759; 0.41; 5.53e+09;  1.08
 0.660;14.010; 3.793; 0.38; 1.99e+09;  1.19
 0.540;14.020; 3.828; 0.37;-9.55e+07;  1.25
 0.660;14.020; 3.793; 0.38; 1.98e+09;  1.18
 0.310;14.030; 3.914; 0.37;-2.76e+09;  1.41
 0.570;14.040; 3.819; 0.36; 3.76e+08;  1.23
 0.560;14.040; 3.822; 0.36; 1.92e+08;  1.24
 0.550;14.060; 3.825; 0.35;-4.30e+07;  1.24
 0.660;14.090; 3.793; 0.35; 1.88e+09;  1.17
 0.390;14.090; 3.881; 0.34;-2.29e+09;  1.34
 0.420;14.090; 3.869; 0.34;-1.97e+09;  1.32
 0.580;14.100; 3.816; 0.34; 3.93e+08;  1.21
 0.380;14.110; 3.885; 0.33;-2.45e+09;  1.35
 0.660;14.110; 3.793; 0.34; 1.84e+09;  1.17
 0.480;14.120; 3.847; 0.32;-1.30e+09;  1.27
 0.500;14.120; 3.841; 0.32;-1.02e+09;  1.26
 0.550;14.130; 3.825; 0.32;-2.58e+08;  1.23
 0.550;14.140; 3.825; 0.32;-2.90e+08;  1.23
 0.800;14.150; 3.761; 0.35; 5.98e+09;  1.05
 0.540;14.160; 3.828; 0.31;-5.27e+08;  1.23
 0.640;14.170; 3.798; 0.32; 1.40e+09;  1.17
 0.550;14.170; 3.825; 0.31;-3.87e+08;  1.22
 0.350;14.180; 3.896; 0.30;-2.95e+09;  1.36
 0.470;14.200; 3.850; 0.29;-1.70e+09;  1.27
 0.550;14.200; 3.825; 0.30;-4.88e+08;  1.22
 0.620;14.200; 3.803; 0.30; 9.55e+08;  1.17
 0.750;14.210; 3.773; 0.32; 3.34e+09;  1.11
 0.580;14.210; 3.816; 0.29; 4.31e+07;  1.20
 0.580;14.210; 3.816; 0.29; 4.31e+07;  1.20
 0.660;14.220; 3.793; 0.30; 1.62e+09;  1.15
 0.500;14.230; 3.841; 0.28;-1.39e+09;  1.24
 0.650;14.270; 3.795; 0.28; 1.31e+09;  1.15
 0.840;14.270; 3.752; 0.30; 6.88e+09;  1.01
 0.680;14.270; 3.789; 0.28; 1.86e+09;  1.13
 0.510;14.280; 3.837; 0.26;-1.42e+09;  1.23
 0.800;14.280; 3.761; 0.29; 4.55e+09;  1.07
 0.800;14.280; 3.761; 0.29; 5.57e+09;  1.05
 0.800;14.280; 3.761; 0.29; 6.31e+09;  1.02
 0.350;14.290; 3.896; 0.26;-3.34e+09;  1.34
 0.620;14.300; 3.803; 0.26; 6.15e+08;  1.16
 0.510;14.310; 3.837; 0.25;-1.53e+09;  1.23
 0.580;14.310; 3.816; 0.25;-3.09e+08;  1.18
 0.600;14.320; 3.809; 0.25; 7.80e+07;  1.17
 0.600;14.320; 3.809; 0.25; 7.80e+07;  1.17
 0.700;14.330; 3.784; 0.26; 2.10e+09;  1.11
 0.590;14.330; 3.813; 0.25;-1.76e+08;  1.17
 0.660;14.360; 3.793; 0.24; 1.23e+09;  1.13
 0.820;14.360; 3.757; 0.26; 5.10e+09;  1.05
 0.820;14.360; 3.757; 0.26; 6.04e+09;  1.03
 0.820;14.360; 3.757; 0.26; 6.87e+09;  1.00
 0.680;14.370; 3.789; 0.24; 1.58e+09;  1.12
 0.390;14.390; 3.881; 0.22;-3.35e+09;  1.30
 0.660;14.410; 3.793; 0.22; 1.06e+09;  1.12
 0.610;14.420; 3.806; 0.21;-7.93e+07;  1.15
 0.580;14.440; 3.816; 0.20;-8.14e+08;  1.17
 0.330;14.440; 3.905; 0.20;-4.05e+09;  1.33
 0.540;14.460; 3.828; 0.19;-1.64e+09;  1.19
 0.460;14.490; 3.854; 0.17;-2.96e+09;  1.23
 0.500;14.500; 3.841; 0.17;-2.45e+09;  1.21
 0.650;14.510; 3.795; 0.18; 4.37e+08;  1.11
 0.640;14.510; 3.798; 0.18; 2.33e+08;  1.12
 0.620;14.520; 3.803; 0.17;-2.59e+08;  1.13
 0.460;14.550; 3.854; 0.15;-3.21e+09;  1.23
 0.690;14.570; 3.786; 0.16; 1.07e+09;  1.09
 0.650;14.580; 3.795; 0.15; 1.25e+08;  1.10
 0.450;14.610; 3.858; 0.13;-3.61e+09;  1.23
 0.610;14.620; 3.806; 0.13;-9.53e+08;  1.12
 0.710;14.620; 3.782; 0.15; 1.34e+09;  1.07
 0.480;14.650; 3.847; 0.11;-3.40e+09;  1.20
 0.630;14.730; 3.800; 0.09;-1.01e+09;  1.10
 0.610;14.730; 3.806; 0.09;-1.49e+09;  1.11
 0.640;14.790; 3.798; 0.07;-1.13e+09;  1.09
 0.630;14.800; 3.800; 0.06;-1.38e+09;  1.09
 0.630;14.800; 3.800; 0.06;-1.38e+09;  1.09
 0.590;14.860; 3.813; 0.04;-2.63e+09;  1.11
-0.140; 7.470; 4.300; 3.37; 1.59e+05;  6.63
-0.140; 7.470; 4.300; 3.37; 2.56e+07;  6.73
-0.140; 7.930; 4.300; 3.19; 2.46e+05;  6.06
-0.140; 7.930; 4.300; 3.19; 1.76e+07;  6.21
-0.120; 8.110; 4.267; 3.04; 2.86e+05;  5.34
-0.120; 8.110; 4.267; 3.04; 2.89e+07;  5.52
-0.030; 8.500; 4.133; 2.56; 4.93e+05;  4.07
-0.030; 8.500; 4.133; 2.56; 1.13e+08;  3.89
-0.030; 8.500; 4.133; 2.56; 1.29e+08;  3.80
-0.030; 8.500; 4.133; 2.56; 1.47e+08;  3.65
-0.080; 8.700; 4.212; 2.67; 5.56e+05;  4.28
-0.080; 8.700; 4.212; 2.67; 4.18e+07;  4.41
-0.130; 8.960; 4.283; 2.74;         ;
-0.100; 9.020; 4.238; 2.60; 7.38e+05;  4.43
-0.100; 9.020; 4.238; 2.60; 7.72e+06;  4.46
-0.100; 9.080; 4.238; 2.58; 7.79e+05;  4.40
-0.100; 9.080; 4.238; 2.58; 5.53e+06;  4.42
 0.210; 9.190; 3.927; 1.96; 6.68e+05;  3.18
 0.210; 9.190; 3.927; 1.96; 3.76e+08;  2.57
-0.060; 9.210; 4.183; 2.39; 1.01e+06;  3.74
-0.060; 9.210; 4.183; 2.39; 3.27e+07;  3.81
 0.080; 9.290; 4.000; 2.00; 9.50e+05;  3.03
 0.080; 9.290; 4.000; 2.00; 3.71e+08;  2.57
 0.150; 9.880; 3.956; 1.70; 1.45e+06;  2.59
 0.150; 9.880; 3.956; 1.70; 6.02e+08;  2.17
-0.060; 9.880; 4.183; 2.13;         ;
 0.010; 9.950; 4.075; 1.86; 2.26e+06;  2.61
 0.010; 9.950; 4.075; 1.86; 1.53e+08;  2.69
 0.140; 9.980; 3.963; 1.67; 1.64e+06;  2.52
 0.140; 9.980; 3.963; 1.67; 6.30e+08;  2.13
 0.020;10.030; 4.062; 1.80; 2.38e+06;  2.52
 0.020;10.030; 4.062; 1.80; 1.78e+08;  2.60
-0.040;10.030; 4.150; 1.98;         ;
-0.060;10.060; 4.183; 2.05;         ;
 0.070;10.140; 4.010; 1.67; 2.24e+06;  2.38
 0.070;10.140; 4.010; 1.67; 3.47e+08;  2.36
 0.070;10.140; 4.010; 1.67; 5.23e+08;  2.22
 0.070;10.140; 4.010; 1.67; 5.27e+08;  2.21
-0.030;10.230; 4.133; 1.87;         ;
 0.360;10.360; 3.865; 1.46; 1.37e+06;  2.43
 0.360;10.360; 3.865; 1.46; 9.12e+08;  1.92
 0.210;10.500; 3.927; 1.43; 2.33e+06;  2.21
 0.210;10.500; 3.927; 1.43; 9.70e+08;  1.86
 0.050;10.640; 4.030; 1.50; 4.49e+06;  2.19
 0.050;10.640; 4.030; 1.50; 1.60e+08;  2.23
 0.050;10.750; 4.030; 1.46; 5.11e+06;  2.17
 0.050;10.750; 4.030; 1.46; 1.13e+08;  2.19
 0.010;10.770; 4.075; 1.53;         ;
 0.620;10.800; 3.786; 1.31; 1.04e+06;  2.39
 0.620;10.800; 3.786; 1.31; 1.14e+09;  1.80
 0.230;10.800; 3.918; 1.31; 3.00e+06;  2.04
 0.230;10.800; 3.918; 1.31; 1.18e+09;  1.74
 0.340;10.800; 3.873; 1.29; 2.22e+06;  2.14
 0.340;10.800; 3.873; 1.29; 1.31e+09;  1.71
 0.030;10.880; 4.050; 1.44; 6.07e+06;  2.22
 0.030;10.880; 4.050; 1.44; 7.52e+06;  2.22
 0.150;10.940; 3.956; 1.28; 4.30e+06;  1.91
 0.150;10.940; 3.956; 1.28; 5.85e+08;  1.92
 0.070;10.970; 4.010; 1.34; 6.20e+06;  2.04
 0.070;10.970; 4.010; 1.34; 1.28e+08;  2.06
 0.360;11.070; 3.865; 1.18; 2.74e+06;  2.00
 0.360;11.070; 3.865; 1.18; 1.62e+09;  1.60
 1.460;11.130; 3.617; 1.50;-6.54e+05;  1.87
 1.460;11.130; 3.617; 1.50; 5.92e+10;  0.63
 1.460;11.130; 3.617; 1.50; 5.93e+10;  0.63
 1.460;11.130; 3.617; 1.50; 6.45e+10;  0.61
 0.690;11.150; 3.770; 1.18; 1.22e+06;  2.23
 0.690;11.150; 3.770; 1.18; 1.47e+09;  1.66
 0.470;11.200; 3.828; 1.13; 2.26e+06;  2.03
 0.470;11.200; 3.828; 1.13; 1.75e+09;  1.57
 0.380;11.290; 3.858; 1.09; 3.22e+06;  1.90
 0.380;11.290; 3.858; 1.09; 1.91e+09;  1.52
 0.260;11.360; 3.905; 1.07; 5.04e+06;  1.75
 0.260;11.360; 3.905; 1.07; 1.05e+09;  1.69
 0.260;11.360; 3.905; 1.07; 1.19e+09;  1.66
 0.260;11.360; 3.905; 1.07; 1.55e+09;  1.56
 0.530;11.490; 3.809; 1.02; 2.51e+06;  1.93
 0.530;11.490; 3.809; 1.02; 2.21e+09;  1.46
 0.590;11.680; 3.793; 0.95; 2.56e+06;  1.88
 0.590;11.680; 3.793; 0.95; 2.62e+09;  1.40
 0.670;11.720; 3.775; 0.95; 2.18e+06;  1.91
 0.670;11.720; 3.775; 0.95; 2.66e+09;  1.40
 0.550;11.870; 3.803; 0.87; 3.44e+06;  1.75
 0.550;11.870; 3.803; 0.87; 3.18e+09;  1.33
 0.660;12.010; 3.777; 0.83; 2.96e+06;  1.76
 0.660;12.010; 3.777; 0.83; 3.56e+09;  1.29
 0.990;12.240; 3.708; 0.81; 1.47e+06;  1.89
 0.990;12.240; 3.708; 0.81; 3.30e+09;  1.33
 0.680;12.260; 3.773; 0.73; 3.60e+06;  1.66
 0.680;12.260; 3.773; 0.73; 4.50e+09;  1.21
 0.700;12.280; 3.768; 0.73; 3.48e+06;  1.67
 0.700;12.280; 3.768; 0.73; 4.58e+09;  1.21
 0.630;12.290; 3.784; 0.71; 4.26e+06;  1.61
 0.630;12.290; 3.784; 0.71; 4.64e+09;  1.20
 1.330;12.340; 3.644; 0.91; 3.40e+05;  1.62
 1.330;12.340; 3.644; 0.91; 8.47e+10;  0.57
 1.330;12.340; 3.644; 0.91; 8.57e+10;  0.57
 1.330;12.340; 3.644; 0.91; 1.57e+11;  0.48
 0.840;12.380; 3.736; 0.71; 2.53e+06;  1.72
 0.840;12.380; 3.736; 0.71; 4.89e+09;  1.20
 1.210;12.520; 3.668; 0.78; 9.87e+05;  1.82
 1.210;12.520; 3.668; 0.78; 1.42e+10;  0.91
 1.210;12.520; 3.668; 0.78; 1.44e+10;  0.91
 1.210;12.520; 3.668; 0.78; 2.15e+10;  0.82
 0.520;12.530; 3.813; 0.60; 7.98e+06;  1.42
 0.520;12.530; 3.813; 0.60; 4.58e+09;  1.18
 0.810;12.540; 3.743; 0.64; 3.26e+06;  1.63
 0.810;12.540; 3.743; 0.64; 5.88e+09;  1.14
 0.380;12.640; 3.858; 0.55; 1.84e+07;  1.33
 0.380;12.640; 3.858; 0.55; 1.05e+09;  1.32
 0.710;12.740; 3.766; 0.54; 5.49e+06;  1.47
 0.710;12.740; 3.766; 0.54; 6.92e+09;  1.08
 0.740;12.800; 3.759; 0.52; 5.35e+06;  1.47
 0.740;12.800; 3.759; 0.52; 7.34e+09;  1.06
 1.050;12.830; 3.696; 0.59; 2.03e+06;  1.68
 1.050;12.830; 3.696; 0.59; 6.45e+09;  1.12
 1.240;12.920; 3.662; 0.63; 1.31e+06;  1.62
 1.240;12.920; 3.662; 0.63; 6.94e+10;  0.60
 1.240;12.920; 3.662; 0.63; 6.19e+10;  0.62
 1.240;12.920; 3.662; 0.63; 1.18e+11;  0.52
 0.510;12.970; 3.816; 0.43; 1.52e+07;  1.21
 0.510;12.970; 3.816; 0.43; 3.04e+09;  1.19
 0.970;13.010; 3.709; 0.50; 3.00e+06;  1.56
 0.970;13.010; 3.709; 0.50; 9.01e+09;  1.02
 0.180;13.030; 3.941; 0.43;         ;
 0.950;13.130; 3.712; 0.44; 3.56e+06;  1.50
 0.950;13.130; 3.712; 0.44; 1.07e+10;  0.98
 0.970;13.140; 3.708; 0.45; 3.37e+06;  1.51
 0.970;13.140; 3.708; 0.45; 1.06e+10;  0.98
 0.600;13.150; 3.791; 0.37; 1.35e+07;  1.21
 0.600;13.150; 3.791; 0.37; 5.66e+09;  1.07
 0.430;13.160; 3.841; 0.34;         ;
 0.660;13.170; 3.777; 0.36; 1.12e+07;  1.25
 0.660;13.170; 3.777; 0.36; 7.16e+09;  1.04
 0.640;13.180; 3.782; 0.36; 1.22e+07;  1.23
 0.640;13.180; 3.782; 0.36; 6.58e+09;  1.05
 1.050;13.230; 3.693; 0.44; 2.81e+06;  1.53
 1.050;13.230; 3.693; 0.44; 1.23e+10;  0.94
 1.050;13.230; 3.693; 0.44; 1.28e+10;  0.94
 1.050;13.230; 3.693; 0.44; 1.32e+10;  0.93
 0.840;13.240; 3.736; 0.37; 6.32e+06;  1.36
 0.840;13.240; 3.736; 0.37; 1.08e+10;  0.96
 0.750;13.250; 3.757; 0.34; 9.09e+06;  1.28
 0.750;13.250; 3.757; 0.34; 9.48e+09;  0.98
 1.360;13.260; 3.638; 0.57; 1.11e+06;  1.33
 1.360;13.260; 3.638; 0.57; 4.01e+12;  0.20
 1.360;13.260; 3.638; 0.57; 4.11e+12;  0.20
 1.360;13.260; 3.638; 0.57; 5.71e+12;  0.19
 0.770;13.270; 3.752; 0.34; 8.69e+06;  1.28
 0.770;13.270; 3.752; 0.34; 1.01e+10;  0.97
 0.810;13.290; 3.743; 0.34; 7.61e+06;  1.31
 0.810;13.290; 3.743; 0.34; 1.10e+10;  0.95
 1.880;13.300; 3.340; 2.32;         ;
 0.650;13.380; 3.780; 0.28; 1.58e+07;  1.15
 0.650;13.380; 3.780; 0.28; 6.32e+09;  1.03
 0.820;13.440; 3.741; 0.28; 8.87e+06;  1.26
 0.820;13.440; 3.741; 0.28; 1.20e+10;  0.93
 1.100;13.440; 3.684; 0.37; 2.83e+06;  1.49
 1.100;13.440; 3.684; 0.37; 3.94e+10;  0.70
 1.100;13.440; 3.684; 0.37; 4.01e+10;  0.69
 1.100;13.440; 3.684; 0.37; 5.26e+10;  0.65
 1.310;13.440; 3.648; 0.46; 1.78e+06;  1.37
 1.310;13.440; 3.648; 0.46; 1.65e+12;  0.26
 1.310;13.440; 3.648; 0.46; 1.70e+12;  0.26
 1.310;13.440; 3.648; 0.46; 2.92e+12;  0.22
 1.160;13.470; 3.674; 0.38; 2.36e+06;  1.52
 1.160;13.470; 3.674; 0.38; 9.31e+10;  0.55
 1.160;13.470; 3.674; 0.38; 9.15e+10;  0.56
 1.160;13.470; 3.674; 0.38; 1.50e+11;  0.49
 0.680;13.480; 3.773; 0.24; 1.63e+07;  1.13
 0.680;13.480; 3.773; 0.24; 6.86e+09;  1.00
 1.060;13.480; 3.690; 0.34; 3.44e+06;  1.44
 1.060;13.480; 3.690; 0.34; 2.69e+10;  0.77
 1.060;13.480; 3.690; 0.34; 2.75e+10;  0.77
 1.060;13.480; 3.690; 0.34; 3.18e+10;  0.74
 0.700;13.520; 3.768; 0.23; 1.60e+07;  1.13
 0.700;13.520; 3.768; 0.23; 7.36e+09;  0.99
 1.220;13.540; 3.665; 0.37; 2.25e+06;  1.47
 1.220;13.540; 3.665; 0.37; 2.82e+11;  0.41
 1.220;13.540; 3.665; 0.37; 2.42e+11;  0.43
 1.220;13.540; 3.665; 0.37; 5.04e+11;  0.35
 0.730;13.600; 3.761; 0.20; 1.61e+07;  1.12
 0.730;13.600; 3.761; 0.20; 8.11e+09;  0.97
 1.030;13.620; 3.695; 0.28; 4.51e+06;  1.36
 1.030;13.620; 3.695; 0.28; 2.68e+10;  0.77
 1.030;13.620; 3.695; 0.28; 2.74e+10;  0.77
 1.030;13.620; 3.695; 0.28; 2.99e+10;  0.75
 0.810;13.650; 3.743; 0.20; 1.23e+07;  1.16
 0.810;13.650; 3.743; 0.20; 1.13e+10;  0.93
 0.690;13.690; 3.770; 0.16; 2.20e+07;  1.05
 0.690;13.690; 3.770; 0.16; 6.79e+09;  1.04
 0.850;13.740; 3.734; 0.17; 1.17e+07;  1.16
 0.850;13.740; 3.734; 0.17; 1.29e+10;  0.90
 1.240;13.750; 3.661; 0.30; 2.56e+06;  1.41
 1.240;13.750; 3.661; 0.30; 8.29e+11;  0.31
 1.240;13.750; 3.661; 0.30; 7.24e+11;  0.32
 1.240;13.750; 3.661; 0.30; 1.59e+12;  0.26
 1.080;13.770; 3.685; 0.24; 4.33e+06;  1.35
 1.080;13.770; 3.685; 0.24; 7.84e+10;  0.58
 1.080;13.770; 3.685; 0.24; 7.97e+10;  0.58
 1.080;13.770; 3.685; 0.24; 1.10e+11;  0.53
 0.920;13.790; 3.718; 0.17; 9.10e+06;  1.20
 0.920;13.790; 3.718; 0.17; 1.64e+10;  0.86
 1.010;13.790; 3.698; 0.20; 6.00e+06;  1.28
 1.010;13.790; 3.698; 0.20; 3.16e+10;  0.74
 1.010;13.790; 3.698; 0.20; 3.24e+10;  0.73
 1.010;13.790; 3.698; 0.20; 3.44e+10;  0.72
 1.380;13.830; 3.633; 0.35; 2.07e+06;  1.21
 1.380;13.830; 3.633; 0.35; 5.20e+13;  0.10
 1.380;13.830; 3.633; 0.35; 5.30e+13;  0.10
 1.380;13.830; 3.633; 0.35; 6.31e+13;  0.10
 0.480;13.840; 3.825; 0.08;         ;
 0.750;13.870; 3.757; 0.10; 2.29e+07;  1.02
 0.750;13.870; 3.757; 0.10; 8.86e+09;  1.00
 0.770;13.910; 3.752; 0.08; 2.24e+07;  1.02
 0.770;13.910; 3.752; 0.08; 8.06e+09;  0.94
 0.610;13.970; 3.789; 0.04;         ;
 0.660;13.990; 3.777; 0.04; 4.38e+07;  1.07
 0.660;13.990; 3.777; 0.04; 3.58e+08;  1.07
 0.700;14.040; 3.768; 0.02; 4.16e+07;  1.04
 0.700;14.040; 3.768; 0.02; 1.69e+09;  1.04
 0.750;14.040; 3.757; 0.03; 3.36e+07;  1.00
 0.750;14.040; 3.757; 0.03; 5.27e+09;  1.01
 1.100;14.080; 3.680; 0.13; 5.59e+06;  1.25
 1.100;14.080; 3.680; 0.13; 2.72e+11;  0.42
 1.100;14.080; 3.680; 0.13; 2.68e+11;  0.42
 1.100;14.080; 3.680; 0.13; 4.49e+11;  0.36
 1.000;14.140; 3.700; 0.06; 1.00e+07;  1.14
 1.000;14.140; 3.700; 0.06; 2.25e+10;  0.79
 1.000;14.140; 3.700; 0.06; 6.04e+10;  0.62
 1.000;14.140; 3.700; 0.06; 6.61e+10;  0.61
 1.110;14.140; 3.678; 0.11; 5.72e+06;  1.24
 1.110;14.140; 3.678; 0.11; 3.96e+11;  0.38
 1.110;14.140; 3.678; 0.11; 3.76e+11;  0.38
 1.110;14.140; 3.678; 0.11; 6.72e+11;  0.33
 0.600;14.240; 3.791;-0.07;         ;
 1.290;14.260; 3.649; 0.12; 3.50e+06;  1.27
 1.290;14.260; 3.649; 0.12; 1.94e+13;  0.13
 1.290;14.260; 3.649; 0.12; 2.03e+13;  0.13
 1.290;14.260; 3.649; 0.12; 3.22e+13;  0.12
 1.250;14.350; 3.654; 0.08; 3.95e+06;  1.27
 1.250;14.350; 3.654; 0.08; 1.24e+13;  0.15
 1.250;14.350; 3.654; 0.08; 1.30e+13;  0.15
 1.250;14.350; 3.654; 0.08; 2.26e+13;  0.13
 1.030;14.380; 3.693;-0.02; 1.18e+07;  1.08
 1.030;14.380; 3.693;-0.02; 2.42e+10;  0.77
 1.030;14.380; 3.693;-0.02; 1.80e+11;  0.47
 1.030;14.380; 3.693;-0.02; 2.39e+11;  0.43
 1.260;14.390; 3.652; 0.07; 3.94e+06;  1.26
 1.260;14.390; 3.652; 0.07; 1.85e+13;  0.14
 1.260;14.390; 3.652; 0.07; 1.94e+13;  0.13
 1.260;14.390; 3.652; 0.07; 3.23e+13;  0.12
 0.410;14.410; 3.847;-0.16;         ;
 1.270;14.410; 3.651; 0.06; 3.86e+06;  1.26
 1.270;14.410; 3.651; 0.06; 2.53e+13;  0.12
 1.270;14.410; 3.651; 0.06; 2.65e+13;  0.12
 1.270;14.410; 3.651; 0.06; 4.26e+13;  0.11
 0.980;14.420; 3.705;-0.06; 1.68e+07;  1.02
 0.980;14.420; 3.705;-0.06; 1.87e+10;  0.81
 0.980;14.420; 3.705;-0.06; 7.96e+10;  0.58
 0.980;14.420; 3.705;-0.06; 8.43e+10;  0.57
 1.020;14.420; 3.695;-0.05; 1.33e+07;  1.06
 1.020;14.420; 3.695;-0.05; 2.26e+10;  0.78
 1.020;14.420; 3.695;-0.05; 1.65e+11;  0.48
 1.020;14.420; 3.695;-0.05; 2.11e+11;  0.45
 1.890;14.430; 3.328; 1.94;         ;
 1.010;14.460; 3.698;-0.07; 1.51e+07;  1.03
 1.010;14.460; 3.698;-0.07; 2.12e+10;  0.79
 1.010;14.460; 3.698;-0.07; 1.51e+11;  0.49
 1.010;14.460; 3.698;-0.07; 1.86e+11;  0.46
 1.180;14.510; 3.663;-0.01; 6.37e+06;  1.17
 1.180;14.510; 3.663;-0.01; 5.53e+12;  0.19
 1.180;14.510; 3.663;-0.01; 5.38e+12;  0.19
 1.180;14.510; 3.663;-0.01; 1.12e+13;  0.15
 0.740;14.550; 3.759;-0.18;         ;
 1.100;14.570; 3.677;-0.07; 1.01e+07;  1.08
 1.100;14.570; 3.677;-0.07; 1.33e+12;  0.27
 1.100;14.570; 3.677;-0.07; 1.20e+12;  0.28
 1.100;14.570; 3.677;-0.07; 2.39e+12;  0.23
 1.170;14.590; 3.664;-0.04; 7.29e+06;  1.13
 1.170;14.590; 3.664;-0.04; 6.20e+12;  0.18
 1.170;14.590; 3.664;-0.04; 5.97e+12;  0.18
